ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
236492_at	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	-0.707	6.389
236494_x_at			0.43	3.034
236495_at			1.593	5.53
236500_at			-0.291	2.849
236504_x_at	C6orf52	chromosome 6 open reading frame 52	-0.184	2.147
236512_at			0.833	3.419
236527_at	ATP6V0E1	ATPase H+ transporting V0 subunit e1	-0.366	3.247
236530_at	HS1BP3	HCLS1 binding protein 3	0.239	2.259
236533_at	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	1.01	3.802
236540_at	TPGS2	tubulin polyglutamylase complex subunit 2	-0.385	2.21
236545_at			-0.574	4.105
236552_at			-0.65	3.373
236554_x_at	TMC8	transmembrane channel like 8	0.538	5.841
236561_at	TGFBR1	transforming growth factor beta receptor 1	-0.519	2.693
236571_at			1.341	2.949
236588_at	CFDP1	craniofacial development protein 1	-0.401	3.48
236600_at	SPG20	spastic paraplegia 20 (Troyer syndrome)	-0.411	4.174
236613_at	RBM25	RNA binding motif protein 25	0.906	5.894
236617_at			1.279	4.841
236620_at	RIF1	replication timing regulatory factor 1	2.086	4.806
236625_at			0.383	2.736
236635_at	ZNF667	zinc finger protein 667	0.381	2.578
236645_at	HBP1	HMG-box transcription factor 1	1.031	2.328
236648_at	GMPS	guanine monophosphate synthase	-0.561	2.689
236665_at	CCDC18	coiled-coil domain containing 18	0.764	3.011
236668_at	LOC101926967	uncharacterized LOC101926967	0.981	7.108
236699_at			0.477	4.769
236722_at	LOC100129380	uncharacterized LOC100129380	0.227	2.256
236732_at			0.829	2.403
236754_at	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	0.388	2.302
236766_at			0.929	5.833
236796_at			1.708	6.325
236798_at	LINC00888	long intergenic non-protein coding RNA 888	-0.411	2.376
236804_at			0.439	4.413
236808_at	FGFR1OP2	FGFR1 oncogene partner 2	-0.666	4.618
236814_at	MDM4	MDM4, p53 regulator	-0.329	2.398
236832_at	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1	0.533	3.197
236835_at	FUT8-AS1	FUT8 antisense RNA 1	0.46	4.581
236836_at	LOC105379045	uncharacterized LOC105379045	0.584	4.063
236841_at	LOC100134445	uncharacterized LOC100134445	1.769	8.795
236851_x_at			0.346	2.489
236854_at	LINC00494	long intergenic non-protein coding RNA 494	0.649	5.158
236869_at			1.341	5.528
236883_at			0.511	5.937
236887_at	KIN	Kin17 DNA and RNA binding protein	-0.571	3.169
236889_at			0.901	4.857
236906_x_at	IPO5	importin 5	0.21	2.808
236907_at			1.904	7.536
236924_at			-0.363	2.297
236937_at	VPS8	VPS8, CORVET complex subunit	0.685	3.562
236946_at			0.588	3.331
236951_at	NSFL1C	NSFL1 cofactor	-0.576	2.25
236962_at			1.023	3.222
236969_at	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	0.444	2.559
236974_at			-0.623	3.245
236990_at	LOC101928403	uncharacterized LOC101928403	0.243	2.127
236994_at	FBXL4	F-box and leucine rich repeat protein 4	-0.365	3.248
236995_x_at	TFEC	transcription factor EC	-0.369	3.006
237006_at			0.461	2.114
237009_at			2.042	4.224
237034_at			0.345	2.159
237039_at	LOC100130502	uncharacterized LOC100130502	0.173	2.41
237052_x_at	GIGYF2	GRB10 interacting GYF protein 2	-0.259	2.678
237053_at	SYNDIG1L	synapse differentiation inducing 1 like	0.184	2.171
237076_at	NCSTN	nicastrin	0.324	2.503
237104_at			-0.654	2.895
237119_at			0.719	3.268
237180_at			0.754	4.854
237184_at			-0.263	3.142
237220_at			0.148	2.381
237236_x_at	LINC00202-2	long intergenic non-protein coding RNA 202-2	0.32	2.481
237239_at			0.715	4.87
237246_at			0.61	3.378
237247_at	USP51	ubiquitin specific peptidase 51	0.522	4.855
237263_at			0.122	2.167
237274_at	LINC01208	long intergenic non-protein coding RNA 1208	0.201	2.423
237278_x_at			0.334	3.734
237316_at	ANKDD1A	ankyrin repeat and death domain containing 1A	0.251	2.558
237318_at			0.71	2.944
237376_at			-1.399	5.867
237393_at	TPBGL	trophoblast glycoprotein-like	0.208	2.092
237411_at	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	0.222	2.769
237426_at	SP100	SP100 nuclear antigen	0.945	7.135
237432_at			0.442	2.51
237444_at	KIF13A	kinesin family member 13A	0.879	3.547
237464_at	LOC101060386///BOLA2///SMG1	putative uncharacterized SMG1-like protein///bolA family member 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase	0.964	5.069
237475_x_at	CCDC152	coiled-coil domain containing 152	0.297	2.172
237487_at			0.157	2.184
237510_at	MYNN	myoneurin	1.057	5.167
237544_at			-1.416	6.596
237561_x_at			0.284	2.305
237568_at			0.671	6.548
237569_at			-0.418	4.512
237577_at	PCNP	PEST proteolytic signal containing nuclear protein	1.214	3.816
237579_at			0.444	2.174
237586_at			-0.75	3.323
237591_at	LINC00173	long intergenic non-protein coding RNA 173	0.634	4.248
237600_at			-0.619	4.156
237625_s_at			0.951	3.064
237635_at	LOC100128164	four and a half LIM domains 1 pseudogene	0.093	2.25
237640_at	VCPKMT	valosin containing protein lysine methyltransferase	0.605	4.259
237645_at			0.16	2.164
237654_at	PPP1R36	protein phosphatase 1 regulatory subunit 36	0.127	2.098
237673_at			-0.253	2.128
237742_at			0.085	2.483
237764_at	LOC101928111	uncharacterized LOC101928111	0.359	3.087
237778_at			-0.699	4.199
237798_at			0.33	3.25
237803_x_at			-1.005	5.229
237813_at	PCBP2	poly(rC) binding protein 2	1.256	5.394
237817_at	SSR3	signal sequence receptor subunit 3	-0.203	2.246
237845_at	LOC101927552	uncharacterized LOC101927552	0.155	2.76
237865_x_at			0.267	2.312
237867_s_at	PID1	phosphotyrosine interaction domain containing 1	-0.743	3.979
237868_x_at			0.336	2.095
237875_at			0.877	2.226
237878_at			0.22	3.039
237891_at	MDM2	MDM2 proto-oncogene	-0.432	3.392
237919_at	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase	0.304	2.47
237943_at	TMCC1	transmembrane and coiled-coil domain family 1	1.056	4.244
237944_at			0.466	3.814
237988_at	EIF1B	eukaryotic translation initiation factor 1B	0.145	3.446
238000_at			-0.832	2.34
238001_at	KCTD6	potassium channel tetramerization domain containing 6	-0.703	4.035
238002_at	GOLIM4	golgi integral membrane protein 4	-0.453	3.201
238005_s_at	SIN3A	SIN3 transcription regulator family member A	-0.306	2.783
238006_at	SIN3A	SIN3 transcription regulator family member A	0.318	2.602
238010_at	C1orf174	chromosome 1 open reading frame 174	-1.923	6.971
238011_at	C16orf72	chromosome 16 open reading frame 72	-0.706	3.652
238012_at	DPP7	dipeptidyl peptidase 7	0.57	2.33
238013_at	PLEKHA2	pleckstrin homology domain containing A2	1.431	5.17
238034_at	CANX	calnexin	-0.278	2.294
238035_at	SP3	Sp3 transcription factor	0.279	3.162
238041_at	TCF12	transcription factor 12	-0.276	3.325
238042_at			1.17	8.786
238050_at	ANTXR2	anthrax toxin receptor 2	-0.29	2.589
238053_at	DHRSX	dehydrogenase/reductase X-linked	0.353	2.918
238055_at	LOC100505549	uncharacterized LOC100505549	0.261	2.821
238065_at	TPM3	tropomyosin 3	-0.4	2.777
238068_at			-0.206	2.093
238071_at	LCN10	lipocalin 10	0.735	3.333
238072_at	CLK3	CDC like kinase 3	0.186	2.356
238097_at	GAS6-AS1	GAS6 antisense RNA 1	0.231	2.134
238104_at			0.196	2.42
238105_x_at	WNT7B	Wnt family member 7B	0.234	2.514
238114_at	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0.314	2.78
238119_at			-0.245	2.095
238130_at	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein	1.359	4.456
238142_at			0.874	7.912
238146_at			-0.388	2.826
238153_at			0.533	5.312
238156_at			1.244	7.743
238172_at			0.608	5.197
238191_at	SDHC	succinate dehydrogenase complex subunit C	-0.39	3.922
238193_at			-0.451	3.821
238194_at	DGKK	diacylglycerol kinase kappa	-0.63	2.499
238220_at	KDM6A	lysine demethylase 6A	0.533	2.157
238228_at			0.346	2.267
238271_x_at			0.676	3.372
238276_at			0.126	2.116
238299_at			0.659	5.323
238315_s_at	ZNF567	zinc finger protein 567	0.757	5.398
238320_at	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)	1.747	7.872
238326_at	ODF3B	outer dense fiber of sperm tails 3B	0.187	3.013
238335_at	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	0.256	2.353
238339_x_at	LRIG1	leucine rich repeats and immunoglobulin like domains 1	0.113	2.558
238346_s_at	TGS1	trimethylguanosine synthase 1	0.933	4.187
238350_at	UBN2	ubinuclein 2	0.608	2.941
238355_at			0.194	2.561
238378_at	GPRIN3	GPRIN family member 3	-0.657	3.465
238379_x_at			-0.229	2.75
238389_s_at			0.374	3.295
238407_at			-0.928	4.354
238412_at	LOC101060405///RRN3P3	putative RRN3-like protein RRN3P1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 3	0.253	2.343
238421_at	RC3H2	ring finger and CCCH-type domains 2	-0.675	4.71
238425_at	PSMB2	proteasome subunit beta 2	-0.367	4.128
238427_at	GRPEL2	GrpE like 2, mitochondrial	-0.284	4.052
238429_at	TMEM71	transmembrane protein 71	0.32	3.744
238430_x_at	SLFN5	schlafen family member 5	1.544	5.503
238431_at			-0.148	2.185
238436_s_at	ZNF805	zinc finger protein 805	-0.278	2.17
238437_at	ZNF805	zinc finger protein 805	-0.434	2.69
238438_at	CNOT6L	CCR4-NOT transcription complex subunit 6 like	-1.311	4.106
238443_at	TFAM	transcription factor A, mitochondrial	-0.613	3.694
238446_at	NAIP	NLR family apoptosis inhibitory protein	-1.109	5.196
238448_at	MRPL19	mitochondrial ribosomal protein L19	-0.317	3.037
238451_at	MPP7	membrane palmitoylated protein 7	-1.147	8.31
238468_at	TNRC6B	trinucleotide repeat containing 6B	0.783	4.467
238469_at	OGFRL1	opioid growth factor receptor like 1	-0.572	3.11
238470_at	SYS1	Sys1 golgi trafficking protein	0.524	2.491
238490_at	KIAA2026	KIAA2026	-0.283	2.219
238494_at	TRAF3IP1	TRAF3 interacting protein 1	-0.307	4.269
238496_at	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	0.309	3.406
238502_at			0.234	3.4
238505_at	ADPRH	ADP-ribosylarginine hydrolase	-0.593	3.713
238506_at	LRRC58	leucine rich repeat containing 58	-0.403	2.358
238510_at	ZNF720	zinc finger protein 720	0.349	2.162
238513_at	PRRG4	proline rich and Gla domain 4	-0.914	4.655
238515_at	NUDT16	nudix hydrolase 16	-0.545	3.151
238528_at	UBR1	ubiquitin protein ligase E3 component n-recognin 1	-0.4	3.546
238532_at	DPF3	double PHD fingers 3	0.263	2.601
238539_at	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	-0.597	3.416
238540_at	LOC101928623///LOC401320	uncharacterized LOC101928623///uncharacterized LOC401320	-0.515	4.912
238545_at	BRD7	bromodomain containing 7	0.409	2.745
238546_at	SLC8A1	solute carrier family 8 member A1	-1.671	7.982
238551_at	FUT11	fucosyltransferase 11	-0.845	3.623
238553_at	AGAP9///AGAP6///BMS1P5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///BMS1, ribosome biogenesis factor pseudogene 5	-0.426	3.214
238561_s_at	UTP23	UTP23, small subunit processome component	-0.687	4.201
238562_at	UTP23	UTP23, small subunit processome component	-0.771	4.591
238587_at	UBASH3B	ubiquitin associated and SH3 domain containing B	0.283	2.601
238588_at			-0.252	3.134
238590_x_at	TMEM107	transmembrane protein 107	-0.314	2.807
238597_at	ANKRD13C	ankyrin repeat domain 13C	-0.3	2.588
238598_s_at			-0.447	2.237
238604_at			-0.618	4.278
238612_at	BRD4	bromodomain containing 4	-0.758	6.054
238618_at	NF2	neurofibromin 2	-0.251	3.992
238620_at			-0.546	3.047
238622_at	RAP2B	RAP2B, member of RAS oncogene family	-0.517	3.503
238631_at			-0.533	2.254
238633_at	EPC1	enhancer of polycomb homolog 1	0.874	6.132
238635_at	TMEM267	transmembrane protein 267	0.363	2.129
238638_at	SLC37A2	solute carrier family 37 member 2	-0.613	3.59
238644_at	MYSM1	Myb like, SWIRM and MPN domains 1	-0.949	6.595
238646_at			0.528	2.784
238649_at	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	-0.53	2.8
238651_at			0.859	3.814
238653_at	LRIG2	leucine rich repeats and immunoglobulin like domains 2	-0.857	8.678
238662_at	DPH6	diphthamine biosynthesis 6	-0.417	3.402
238666_at			0.453	4.41
238668_at	NCKAP1L	NCK associated protein 1 like	-0.297	3.812
238670_at	RAD18	RAD18, E3 ubiquitin protein ligase	0.35	2.629
238678_at	LINC01000	long intergenic non-protein coding RNA 1000	0.804	3.799
238681_at	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	-0.334	2.401
238683_at	ZNF524	zinc finger protein 524	-0.21	2.302
238699_s_at	CASK	calcium/calmodulin dependent serine protein kinase	-0.69	5.688
238700_at	PIAS2	protein inhibitor of activated STAT 2	-0.44	2.658
238704_at			-0.709	3.408
238711_s_at	ZNF148	zinc finger protein 148	-0.308	2.83
238712_at			-0.469	2.417
238714_at			0.26	2.458
238719_at	PPP2CA	protein phosphatase 2 catalytic subunit alpha	-0.324	3.42
238725_at	IRF1	interferon regulatory factor 1	-0.707	3.832
238733_at	MDM2	MDM2 proto-oncogene	-0.406	2.657
238735_at			-0.888	4.208
238738_at			0.687	4.282
238739_at	IPMK	inositol polyphosphate multikinase	-0.401	3.438
238741_at	FAM83A	family with sequence similarity 83 member A	0.111	2.439
238756_at	GAS2L3	growth arrest specific 2 like 3	-0.396	2.596
238759_at	CCDC88A	coiled-coil domain containing 88A	-0.784	5.133
238760_at	YARS	tyrosyl-tRNA synthetase	0.465	4.11
238768_at	C2orf68	chromosome 2 open reading frame 68	-0.514	5.718
238771_at	FBRS	fibrosin	0.548	6.418
238775_at	ITFG1	integrin alpha FG-GAP repeat containing 1	-0.374	5.313
238781_at	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	-0.562	5.377
238787_at	DENND1B	DENN domain containing 1B	0.596	2.733
238791_at	ZNF100	zinc finger protein 100	-0.18	2.445
238792_at	PCNX1	pecanex homolog 1 (Drosophila)	-0.129	2.319
238794_at	SFR1	SWI5 dependent homologous recombination repair protein 1	-0.582	3.381
238807_at	GAPDHP62///ANKRD46	glyceraldehyde 3 phosphate dehydrogenase pseudogene 62///ankyrin repeat domain 46	-0.36	2.675
238816_at	PSEN1	presenilin 1	-0.884	7.226
238860_at	OARD1	O-acyl-ADP-ribose deacylase 1	0.621	4.6
238866_at	C19orf68	chromosome 19 open reading frame 68	0.254	2.306
238882_at			0.143	2.708
238883_at			-1.012	5.999
238890_at	BRWD1	bromodomain and WD repeat domain containing 1	-0.379	3.052
238892_at			-0.56	5.127
238893_at	LINC00936	long intergenic non-protein coding RNA 936	0.898	2.206
238902_at			-0.677	5.344
238907_at	ZNF780A	zinc finger protein 780A	-0.846	6.727
238924_at	BMS1P5	BMS1, ribosome biogenesis factor pseudogene 5	-0.677	4.093
238929_at	SRSF8	serine and arginine rich splicing factor 8	0.72	8.117
238931_at	LOC284009///METTL16	uncharacterized LOC284009///methyltransferase like 16	-0.739	2.691
238932_at	TSC22D2	TSC22 domain family member 2	-0.627	4.802
238944_at	LOC100505715	uncharacterized LOC100505715	0.4	2.614
238960_s_at	LARP4	La ribonucleoprotein domain family member 4	-0.507	4.835
238987_at	B4GALT1	beta-1,4-galactosyltransferase 1	0.587	2.761
238988_at			-0.611	4.099
238989_at	C1GALT1C1	C1GALT1 specific chaperone 1	-0.604	3.323
238996_x_at	ALDOA	aldolase, fructose-bisphosphate A	-0.616	6.798
239001_at	MGST1	microsomal glutathione S-transferase 1	-0.475	3.081
239007_at	ZNF616	zinc finger protein 616	0.352	2.879
239014_at	CCAR1	cell division cycle and apoptosis regulator 1	0.723	2.827
239022_at			0.846	2.399
239023_at	CDC42SE1	CDC42 small effector 1	0.769	6.07
239024_at	ZNF148	zinc finger protein 148	-0.409	2.248
239034_at	LINC01560	long intergenic non-protein coding RNA 1560	-0.448	3.074
239037_at	GNAS	GNAS complex locus	0.521	4.378
239042_at	TSR1	TSR1, ribosome maturation factor	0.64	2.788
239043_at	ZNF404	zinc finger protein 404	0.384	2.67
239045_at			0.963	4.347
239046_at			0.465	3.88
239053_at	CIAO1	cytosolic iron-sulfur assembly component 1	-0.247	2.275
239060_at			0.256	2.303
239061_at	TPRXL	tetrapeptide repeat homeobox like	0.163	3.081
239062_at	TNRC6C-AS1	TNRC6C antisense RNA 1	0.643	2.943
239063_at			0.481	2.3
239072_at	EMB	embigin	-0.37	4.016
239073_at	ANKFY1	ankyrin repeat and FYVE domain containing 1	0.215	2.241
239077_at	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	-0.286	2.594
239082_at	FZD3	frizzled class receptor 3	-0.635	3.229
239083_at	ZNF786	zinc finger protein 786	-0.368	2.319
239089_at			-0.41	2.767
239096_at			0.487	2.641
239100_x_at	PCNX1	pecanex homolog 1 (Drosophila)	-0.384	2.579
239105_at			0.404	2.265
239121_at			0.325	2.388
239122_at			0.731	4.37
239133_at	CTDSPL2	CTD small phosphatase like 2	-0.321	2.876
239143_x_at	RNF138	ring finger protein 138	0.352	2.344
239147_at	ARSK	arylsulfatase family member K	0.574	2.104
239151_at	BMS1P5	BMS1, ribosome biogenesis factor pseudogene 5	-1.024	4.145
239167_at			0.653	2.638
239177_at	IRGQ	immunity related GTPase Q	0.129	2.359
239186_at	SERPINB9P1	serpin family B member 9 pseudogene 1	0.764	4.05
239188_at	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	0.449	2.124
239191_at			0.297	2.24
239207_at	KDM5C	lysine demethylase 5C	0.465	6.472
239212_at	LTV1	LTV1 ribosome biogenesis factor	-0.287	2.341
239213_at	SERPINB1	serpin family B member 1	0.613	3.485
239214_at	LOC100130458	uncharacterized LOC100130458	0.644	3.242
239225_at			0.195	3.022
239232_at	MSI2	musashi RNA binding protein 2	0.954	4.098
239233_at	CCDC88A	coiled-coil domain containing 88A	-0.53	4.841
239245_at			-0.8	4.487
239247_at	CD99P1	CD99 molecule pseudogene 1	0.685	2.094
239252_at	COX7B	cytochrome c oxidase subunit 7B	-0.402	3.53
239276_at			0.181	2.373
239278_at	BCAS4	breast carcinoma amplified sequence 4	0.727	3.528
239280_at			0.2	2.308
239292_at			0.86	2.681
239294_at	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	-0.213	2.145
239300_at	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	0.351	4.211
239308_at	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	0.136	2.536
239313_at	LOC101928623///LOC401320	uncharacterized LOC101928623///uncharacterized LOC401320	-0.478	3.359
239314_at	NHLRC3	NHL repeat containing 3	-0.807	6.588
239328_at	RCSD1	RCSD domain containing 1	0.547	2.751
239329_at	RAB21	RAB21, member RAS oncogene family	-0.361	2.969
239333_x_at			0.335	2.611
239339_at	ZNF397	zinc finger protein 397	-0.427	2.466
239363_at	INIP	INTS3 and NABP interacting protein	-0.31	2.511
239364_at	ETV6	ETS variant 6	0.445	4.274
239366_at			0.309	2.563
239368_at			0.222	2.554
239373_at			0.727	3.742
239377_at	EIF1AD	eukaryotic translation initiation factor 1A domain containing	-0.772	7.376
239382_at	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	0.788	2.387
239387_at			0.719	4.883
239390_at	GTDC1	glycosyltransferase like domain containing 1	-0.434	2.909
239404_at			-0.456	2.886
239405_at			-0.557	3.938
239421_at	DLGAP1-AS1	DLGAP1 antisense RNA 1	0.502	3.115
239423_at			-0.3	3.593
239431_at	TMED7-TICAM2///TICAM2	TMED7-TICAM2 readthrough///toll like receptor adaptor molecule 2	-0.786	4.525
239432_at	PSMA3-AS1	PSMA3 antisense RNA 1	-0.296	2.369
239441_at	ZNF780A	zinc finger protein 780A	-0.41	2.458
239450_at	NDUFV2-AS1	NDUFV2 antisense RNA 1	0.558	6.234
239451_at			0.504	2.265
239469_at			1.154	7.344
239474_at			0.77	3.598
239478_x_at	GPATCH2L	G-patch domain containing 2 like	0.339	2.381
239498_at			0.323	3.306
239505_at			-0.368	3.361
239511_s_at	SRSF4	serine and arginine rich splicing factor 4	-0.528	2.832
239512_at	SRSF4	serine and arginine rich splicing factor 4	-0.396	3.139
239528_at	PROM2	prominin 2	0.111	2.645
239532_at			0.194	2.886
239533_at	GPR155	G protein-coupled receptor 155	1.284	7.676
239536_at			-0.904	4.292
239544_at			0.583	5.365
239549_at			0.412	3.549
239561_at			-0.384	2.095
239562_at	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	0.379	3.534
239563_at			-0.3	4.185
239565_at	DLG5-AS1	DLG5 antisense RNA 1	0.171	2.448
239571_at			2.261	5.047
239577_at			-0.98	6.637
239586_at	FAM83A	family with sequence similarity 83 member A	0.178	2.247
239596_at	SLC30A7	solute carrier family 30 member 7	-0.272	2.177
239597_at			0.881	2.279
239598_s_at	LPCAT2	lysophosphatidylcholine acyltransferase 2	-0.667	3.217
239619_at			0.519	2.498
239635_at	RBM14	RNA binding motif protein 14	0.87	3.683
239655_at			1.792	5.255
239661_at			0.847	2.467
239692_at			1.367	3.753
239695_at	JAK1	Janus kinase 1	0.886	3.199
239716_at			0.463	4.113
239729_at			-0.34	2.868
239730_at	TSSK2///DGCR14	testis specific serine kinase 2///DiGeorge syndrome critical region gene 14	-0.207	2.126
